agent,participant,round,attempt_id,agent_step,attempt_recolor_step,state_before,region,old_color,new_color,source_step,is_final_attempt
human,Rex,1,1,11,12,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 2 2 2 3 1 3 0 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 2,20,2,3,12,True
human,Rex,1,1,12,13,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 3 2 2 3 1 3 0 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 2,26,0,2,13,True
human,Rex,1,1,13,14,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 3 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 2,44,2,3,14,True
human,Rex,1,1,14,15,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 3 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,20,3,0,15,True
human,Rex,1,1,15,16,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 0 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,20,0,3,16,True
human,Rex,1,1,16,17,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 3 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,20,3,0,17,True
human,Rex,1,1,17,18,3 2 3 1 2 2 3 2 2 3 1 0 2 0 1 1 1 0 0 1 0 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,13,0,1,18,True
human,Rex,1,1,18,19,3 2 3 1 2 2 3 2 2 3 1 0 2 1 1 1 1 0 0 1 0 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,13,1,3,19,True
human,Rex,1,1,19,20,3 2 3 1 2 2 3 2 2 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 3 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,25,3,1,20,True
human,Rex,1,1,20,21,3 2 3 1 2 2 3 2 2 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 1 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 3,42,1,3,21,True
human,Rex,1,1,21,22,3 2 3 1 2 2 3 2 2 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 1 2 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 3 0 3,35,1,0,22,True
human,Rex,1,1,22,23,3 2 3 1 2 2 3 2 2 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 1 2 0 0 2 3 3 3 3 0 0 0 1 1 3 0 3 3 0 3,40,0,3,23,True
human,Rex,2,1,23,1,1 0 3 3 2 2 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 0 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,26,0,1,25,True
human,Rex,2,1,24,2,1 0 3 3 2 2 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,5,2,3,26,True
human,Rex,2,1,25,3,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,38,2,3,27,True
human,Rex,2,1,26,4,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 3 2 0 0 2 3 0 2 3 1 1 3 2 2 2,30,3,2,28,True
human,Rex,2,1,27,5,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 2 2 0 0 2 3 0 2 3 1 1 3 2 2 2,38,3,2,29,True
human,Rex,2,1,28,6,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 2 2 0 0 2 3 0 2 2 1 1 3 2 2 2,22,1,3,30,True
human,Rex,3,1,29,1,0 3 0 3 1 2 3 1 2 0 3 1 3 1 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,43,1,3,32,True
human,Rex,3,1,30,2,0 3 0 3 1 2 3 1 2 0 3 1 3 1 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 3 2,13,1,2,33,True
human,Rex,3,1,31,3,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 3 2,42,3,1,34,True
human,Rex,3,1,32,4,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 1 3 2,11,1,0,35,True
human,Rex,3,1,33,5,0 3 0 3 1 2 3 1 2 0 3 0 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 1 3 2,9,0,1,36,True
human,Rex,3,1,34,6,0 3 0 3 1 2 3 1 2 1 3 0 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 1 3 2,4,1,2,37,True
human,Rex,4,1,35,1,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 1 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 0 1 2,38,2,1,39,True
human,Rex,4,1,36,2,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 1 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 1 2 3 0 0 1 2,21,1,2,40,True
human,Rex,4,1,37,3,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 1 2 3 0 0 1 2,36,0,2,41,True
human,Rex,4,1,38,4,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 1 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,7,0,1,42,True
human,Rex,4,1,39,5,0 0 3 3 3 3 0 1 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 1 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,28,1,2,43,True
human,Rex,4,1,40,6,0 0 3 3 3 3 0 1 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 2 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,17,1,2,44,True
human,Rex,4,1,41,7,0 0 3 3 3 3 0 1 0 0 3 2 2 2 1 1 0 2 3 0 3 2 0 2 1 3 0 1 2 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,17,2,1,45,True
human,Rex,4,1,42,8,0 0 3 3 3 3 0 1 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 2 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,7,1,0,46,True
human,Rex,4,1,43,9,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 2 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,8,0,1,47,True
human,Rex,4,1,44,10,0 0 3 3 3 3 0 0 1 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 2 1 2 2 0 3 1 1 2 0 1 2 3 0 0 1 2,30,2,1,48,True
human,Rex,4,1,45,11,0 0 3 3 3 3 0 0 1 0 3 2 2 2 1 1 0 1 3 0 3 2 0 2 1 3 0 1 2 1 1 2 0 3 1 1 2 0 1 2 3 0 0 1 2,34,1,3,49,True
human,Rex,5,1,46,1,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 0 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,16,0,3,51,True
human,Rex,5,1,47,2,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 3 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,16,3,2,52,True
human,Rex,5,1,48,3,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 2 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,28,1,3,53,True
human,Rex,5,1,49,4,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,13,1,3,54,True
human,Rex,5,1,50,5,3 1 2 2 0 3 3 1 0 0 1 2 2 3 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,0,3,1,55,True
human,Rex,6,1,51,1,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 0 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,26,0,3,57,True
human,Rex,6,1,52,2,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 3 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,5,1,2,58,True
human,Rex,6,1,53,3,0 2 0 3 3 2 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 3 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,1,2,0,59,True
human,Rex,6,1,54,4,0 0 0 3 3 2 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 3 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,40,2,1,60,True
human,Rex,6,1,55,5,0 0 0 3 3 2 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 3 2 0 1 0 2 3 2 2 2 1 1 1 0 1 1 0 1 2,36,1,3,61,True
human,Rex,6,1,56,6,0 0 0 3 3 2 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 3 2 0 1 0 2 3 2 2 2 3 1 1 0 1 1 0 1 2,33,2,1,62,True
human,Rex,7,1,57,1,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 2 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 3 3,17,0,2,64,True
human,Rex,7,1,58,2,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 2 1 2 2 3 1 2 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 3 3,43,3,0,65,True
human,Rex,7,1,59,3,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 2 1 2 2 3 1 2 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 0 3,30,2,3,66,True
human,Rex,7,1,60,4,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 2 1 2 2 3 1 2 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 0 3,14,3,2,67,True
human,Rex,7,1,61,5,0 0 0 0 3 3 3 1 3 1 0 0 1 3 2 2 1 2 1 2 2 3 1 2 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 0 3,20,2,1,68,True
human,Rex,8,1,62,1,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 0 3 3 0 0 2 3 3 2 1 0 3 2 2 0 3 0 0 1 1 1 2 1 2 0 0 1 3,32,3,2,70,True
human,Rex,8,1,63,2,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 0 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,17,0,2,71,True
human,Rex,8,1,64,3,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,9,3,1,72,True
human,Rex,8,1,65,4,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,11,2,0,73,True
human,Rex,8,1,66,5,2 1 3 3 3 3 2 0 3 1 0 0 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,11,0,1,74,True
human,Rex,8,1,67,6,2 1 3 3 3 3 2 0 3 1 0 1 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,11,1,2,75,True
human,Rex,8,1,68,7,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 2 0 0 1 1 1 2 1 2 0 0 1 3,32,2,1,76,True
human,Rex,8,1,69,8,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 1 0 0 1 1 1 2 1 2 0 0 1 3,35,1,0,77,True
human,Rex,8,1,70,9,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 1 0 0 0 1 1 2 1 2 0 0 1 3,35,0,3,78,True
human,Rex,8,1,71,10,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 1 0 0 3 1 1 2 1 2 0 0 1 3,5,3,2,79,True
human,Rex,8,1,72,11,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 1 0 0 3 1 1 2 1 2 0 0 1 3,17,2,1,80,True
human,Rex,8,1,73,12,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 1 3 3 0 0 2 3 3 2 1 0 3 2 2 0 1 0 0 3 1 1 2 1 2 0 0 1 3,26,1,3,81,True
human,Rex,8,1,74,13,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 1 3 3 0 0 2 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 0 0 1 3,18,3,0,82,True
human,Rex,8,1,75,14,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 1 0 3 0 0 2 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 0 0 1 3,41,0,2,83,True
human,Rex,8,1,76,15,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 1 0 3 0 0 2 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 2 0 1 3,22,2,1,84,True
human,Rex,8,1,77,16,2 1 3 3 3 2 2 0 3 1 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 2 0 1 3,9,1,3,85,True
human,Rex,8,1,78,17,2 1 3 3 3 2 2 0 3 3 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 2 0 1 3,5,2,3,86,True
human,Rex,8,1,79,18,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 2 3 0 3 2 2 0 1 0 0 3 1 1 2 1 2 2 0 1 3,35,3,0,87,True
human,Rex,8,1,80,19,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 2 3 0 3 2 2 0 1 0 0 0 1 1 2 1 2 2 0 1 3,33,0,2,88,True
human,Rex,8,1,81,20,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 2 3 0 3 2 2 0 1 2 0 0 1 1 2 1 2 2 0 1 3,25,2,3,89,True
human,Rex,8,1,82,21,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 1 0 3 0 0 1 3 3 3 3 0 3 2 2 0 1 2 0 0 1 1 2 1 2 2 0 1 3,14,0,2,90,True
human,Rex,8,1,83,22,2 1 3 3 3 3 2 0 3 3 0 2 3 1 2 1 1 1 0 3 0 0 1 3 3 3 3 0 3 2 2 0 1 2 0 0 1 1 2 1 2 2 0 1 3,24,3,1,91,True
human,Rex,8,1,84,23,2 1 3 3 3 3 2 0 3 3 0 2 3 1 2 1 1 1 0 3 0 0 1 3 1 3 3 0 3 2 2 0 1 2 0 0 1 1 2 1 2 2 0 1 3,1,1,2,92,True
human,Rex,9,1,85,1,0 0 1 0 0 1 1 2 1 3 1 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,14,3,2,94,True
human,Rex,9,1,86,2,0 0 1 0 0 1 1 2 1 3 1 1 1 3 2 0 0 3 0 3 3 2 2 1 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,23,1,3,95,True
human,Rex,9,1,87,3,0 0 1 0 0 1 1 2 1 3 1 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,10,1,3,96,True
human,Rex,9,1,88,4,0 0 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,1,0,2,97,True
human,Rex,9,1,89,5,0 2 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,1,2,0,98,True
human,Rex,9,1,90,6,0 0 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,1,0,3,99,True
human,Rex,9,1,91,7,0 3 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,1,3,0,100,True
human,Rex,9,1,92,8,0 0 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,31,2,1,101,True
human,Rex,9,1,93,9,0 0 1 0 0 1 1 2 1 3 3 1 1 3 2 0 0 3 0 3 3 2 2 3 3 1 1 2 1 1 0 1 3 0 2 2 2 2 0 3 3 1 0 2 1,6,1,3,102,True
human,Rex,10,1,94,1,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 0 1 1 1 0 0 1 2 3 3 1 0 2,43,0,1,104,True
human,Rex,10,1,95,2,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 0 1 1 1 0 0 1 2 3 3 1 1 2,32,0,3,105,True
human,Rex,10,1,96,3,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 2 3 3 1 1 2,43,1,2,106,True
human,Rex,10,1,97,4,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 2 3 3 1 2 2,39,2,0,107,True
human,Rex,10,1,98,5,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 2 2,20,2,0,108,True
human,Rex,10,1,99,6,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 2 2,43,2,0,109,True
human,Rex,10,1,100,7,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 0 2,14,0,1,110,True
human,Rex,10,1,101,8,3 0 3 3 0 2 0 0 1 1 1 2 2 2 1 1 1 3 0 3 0 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 0 2,14,1,0,111,True
human,Rex,10,1,102,9,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 0 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 0 2,26,0,1,112,True
human,Rex,10,1,103,10,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 1 0 1 2 0 2 3 1 1 1 0 0 1 0 3 3 1 0 2,32,3,2,113,True
human,Rex,10,1,104,11,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 1 0 1 2 0 2 2 1 1 1 0 0 1 0 3 3 1 0 2,26,1,3,114,True
human,Rex,10,1,105,12,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 3 0 1 2 0 2 2 1 1 1 0 0 1 0 3 3 1 0 2,35,1,3,115,True
human,Rex,10,1,106,13,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 3 0 1 2 0 2 2 1 1 3 0 0 1 0 3 3 1 0 2,26,3,1,116,True
human,Rex,10,1,107,14,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 0 2 2 1 0 0 1 0 1 2 0 2 2 1 1 3 0 0 1 0 3 3 1 0 2,43,0,3,117,True
human,Rex,11,1,108,1,0 3 1 2 1 2 2 0 3 3 1 0 1 0 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 2 0 1 3 1 3 2 0 3 0 0 1 2 0 1,34,1,2,119,True
human,Rex,11,1,109,2,0 3 1 2 1 2 2 0 3 3 1 0 1 0 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 2 0 1 3 2 3 2 0 3 0 0 1 2 0 1,13,0,2,120,True
human,Rex,11,1,110,3,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 2 0 1 3 2 3 2 0 3 0 0 1 2 0 1,30,2,0,121,True
human,Rex,11,1,111,4,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,11,0,3,122,True
human,Rex,11,1,112,5,0 3 1 2 1 2 2 0 3 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,8,3,1,123,True
human,Rex,11,1,113,6,0 3 1 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,2,1,0,124,True
human,Rex,11,1,114,7,0 3 0 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,2,0,1,125,True
human,Rex,11,1,115,8,0 3 1 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,8,1,3,126,True
human,Rex,11,1,116,9,0 3 1 2 1 2 2 0 3 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,8,3,1,127,True
human,Rex,11,1,117,10,0 3 1 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,2,1,3,128,True
human,Rex,11,1,118,11,0 3 3 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,26,3,1,129,True
human,Rex,12,1,119,1,1 3 3 0 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 2 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 0 3 3 3 3,44,3,1,131,True
human,Rex,12,1,120,2,1 3 3 0 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 2 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 0 3 3 3 1,36,0,2,132,True
