agent,participant,round,attempt_id,agent_step,attempt_recolor_step,state_before,region,old_color,new_color,source_step,is_final_attempt
human,5201314,1,1,14,15,2 2 3 1 2 2 3 1 3 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 2 3 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 1 0 2,42,1,2,15,True
human,5201314,1,1,15,16,2 2 3 1 2 2 3 1 3 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 2 3 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 2 0 2,42,2,3,16,True
human,5201314,1,1,16,17,2 2 3 1 2 2 3 1 3 3 1 0 2 3 1 1 1 0 0 1 0 2 2 3 1 2 3 0 0 2 3 3 3 3 0 1 0 1 1 3 0 3 3 0 2,14,1,3,17,True
human,5201314,2,1,17,1,1 0 3 3 2 2 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 0 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,26,0,1,19,True
human,5201314,2,1,18,2,1 0 3 3 2 2 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,5,2,3,20,True
human,5201314,2,1,19,3,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 3 2 0 0 2 3 0 2 2 1 1 3 2 2 2,30,3,2,21,True
human,5201314,2,1,20,4,1 0 3 3 2 3 2 0 1 3 1 1 3 1 0 2 1 1 2 2 1 2 1 0 0 0 1 3 1 3 2 2 0 0 2 3 0 2 2 1 1 3 2 2 2,22,1,3,22,True
human,5201314,3,3,21,1,0 3 0 3 1 2 3 1 2 0 3 1 3 1 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,13,1,2,30,True
human,5201314,3,3,22,2,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,24,3,0,31,True
human,5201314,3,3,23,3,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,24,0,3,32,True
human,5201314,3,3,24,4,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 3 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,24,3,0,33,True
human,5201314,3,3,25,5,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 0 1 3 1 2,40,0,1,34,True
human,5201314,3,3,26,6,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 0 2 1 0 2 1 1 3 1 2,38,0,3,35,True
human,5201314,3,3,27,7,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 0 2 1 3 2 1 1 3 1 2,35,0,3,36,True
human,5201314,3,3,28,8,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 3 2 1 3 2 1 1 3 1 2,35,3,1,37,True
human,5201314,3,3,29,9,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 1 3 2 1 1 3 1 2,41,1,3,38,True
human,5201314,3,3,30,10,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 1 3 2 1 3 3 1 2,38,3,1,39,True
human,5201314,3,3,31,11,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 1 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 1 1 2 1 3 3 1 2,17,1,3,40,True
human,5201314,3,3,32,12,0 3 0 3 1 2 3 1 2 0 3 1 3 2 3 2 0 3 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 1 1 2 1 3 3 1 2,6,3,0,41,True
human,5201314,3,3,33,13,0 3 0 3 1 2 0 1 2 0 3 1 3 2 3 2 0 3 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 1 1 2 1 3 3 1 2,37,1,0,42,True
human,5201314,3,3,34,14,0 3 0 3 1 2 0 1 2 0 3 1 3 2 3 2 0 3 1 1 0 2 0 2 0 2 2 1 1 3 3 0 1 2 1 1 2 0 1 2 1 3 3 1 2,7,1,3,43,True
human,5201314,4,1,35,1,0 0 3 3 3 3 0 0 0 0 3 2 2 2 1 1 0 1 3 0 3 1 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 0 1 2,9,0,3,45,True
human,5201314,4,1,36,2,0 0 3 3 3 3 0 0 0 3 3 2 2 2 1 1 0 1 3 0 3 1 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 0 1 2,9,3,2,46,True
human,5201314,4,1,37,3,0 0 3 3 3 3 0 0 0 2 3 2 2 2 1 1 0 1 3 0 3 1 0 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 0 1 2,22,0,2,47,True
human,5201314,4,1,38,4,0 0 3 3 3 3 0 0 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 0 1 2,42,0,3,48,True
human,5201314,4,1,39,5,0 0 3 3 3 3 0 0 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 3 1 2,7,0,3,49,True
human,5201314,4,1,40,6,0 0 3 3 3 3 0 3 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 3 1 2,3,3,0,50,True
human,5201314,4,1,41,7,0 0 3 0 3 3 0 3 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 3 1 1 0 0 2 2 3 0 3 1 2,33,3,0,51,True
human,5201314,4,1,42,8,0 0 3 0 3 3 0 3 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 0 1 1 0 0 2 2 3 0 3 1 2,36,0,2,52,True
human,5201314,4,1,43,9,0 0 3 0 3 3 0 3 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 0 1 1 2 0 2 2 3 0 3 1 2,38,2,1,53,True
human,5201314,4,1,44,10,0 0 3 0 3 3 0 3 0 2 3 2 2 2 1 1 0 1 3 0 3 1 2 2 1 3 0 1 1 1 2 2 0 0 1 1 2 0 1 2 3 0 3 1 2,21,1,2,54,True
human,5201314,5,2,45,1,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 0 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 0 1 2 2 0 1,39,0,3,63,True
human,5201314,5,2,46,2,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 0 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 3 1 2 2 0 1,16,0,2,64,True
human,5201314,5,2,47,3,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 2 0 3 0 0 1 1 3 2 2 3 1 1 1 0 0 3 0 0 1 1 2 2 3 1 2 2 0 1,28,1,3,65,True
human,5201314,5,2,48,4,3 1 2 2 0 3 3 1 0 0 1 2 2 1 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 0 1 1 2 2 3 1 2 2 0 1,13,1,0,66,True
human,5201314,5,2,49,5,3 1 2 2 0 3 3 1 0 0 1 2 2 0 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 0 1 1 2 2 3 1 2 2 0 1,34,0,3,67,True
human,5201314,5,2,50,6,3 1 2 2 0 3 3 1 0 0 1 2 2 0 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,8,0,3,68,True
human,5201314,5,2,51,7,3 1 2 2 0 3 3 1 3 0 1 2 2 0 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,0,3,1,69,True
human,5201314,5,2,52,8,1 1 2 2 0 3 3 1 3 0 1 2 2 0 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,8,3,0,70,True
human,5201314,5,2,53,9,1 1 2 2 0 3 3 1 0 0 1 2 2 0 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,13,0,2,71,True
human,5201314,5,2,54,10,1 1 2 2 0 3 3 1 0 0 1 2 2 2 0 3 2 0 3 0 0 1 1 3 2 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,24,2,3,72,True
human,5201314,5,2,55,11,1 1 2 2 0 3 3 1 0 0 1 2 2 2 0 3 2 0 3 0 0 1 1 3 3 2 3 1 3 1 0 0 3 0 3 1 1 2 2 3 1 2 2 0 1,34,3,0,73,True
human,5201314,6,1,56,1,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 1 1 1 0 1 0 2 0 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,19,1,3,75,True
human,5201314,6,1,57,2,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 3 1 1 0 1 0 2 0 2 0 1 0 2 3 2 2 2 1 1 1 0 2 1 0 1 2,36,1,3,76,True
human,5201314,6,1,58,3,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 3 1 1 0 1 0 2 0 2 0 1 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,29,1,2,77,True
human,5201314,6,1,59,4,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 3 1 1 0 1 0 2 0 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,25,2,3,78,True
human,5201314,6,1,60,5,0 2 0 3 3 1 0 3 3 3 2 2 0 1 0 2 1 1 3 3 1 1 0 1 0 3 0 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,10,2,3,79,True
human,5201314,6,1,61,6,0 2 0 3 3 1 0 3 3 3 3 2 0 1 0 2 1 1 3 3 1 1 0 1 0 3 0 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,10,3,0,80,True
human,5201314,6,1,62,7,0 2 0 3 3 1 0 3 3 3 0 2 0 1 0 2 1 1 3 3 1 1 0 1 0 3 0 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,26,0,3,81,True
human,5201314,6,1,63,8,0 2 0 3 3 1 0 3 3 3 0 2 0 1 0 2 1 1 3 3 1 1 0 1 0 3 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,2,0,3,82,True
human,5201314,6,1,64,9,0 2 3 3 3 1 0 3 3 3 0 2 0 1 0 2 1 1 3 3 1 1 0 1 0 3 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,25,3,1,83,True
human,5201314,6,1,65,10,0 2 3 3 3 1 0 3 3 3 0 2 0 1 0 2 1 1 3 3 1 1 0 1 0 1 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,16,1,2,84,True
human,5201314,6,1,66,11,0 2 3 3 3 1 0 3 3 3 0 2 0 1 0 2 2 1 3 3 1 1 0 1 0 1 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,11,2,1,85,True
human,5201314,6,1,67,12,0 2 3 3 3 1 0 3 3 3 0 1 0 1 0 2 2 1 3 3 1 1 0 1 0 1 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 1 0 1 2,41,1,3,86,True
human,5201314,6,1,68,13,0 2 3 3 3 1 0 3 3 3 0 1 0 1 0 2 2 1 3 3 1 1 0 1 0 1 3 2 0 2 0 2 3 2 2 2 3 1 1 0 2 3 0 1 2,33,2,1,87,True
human,5201314,7,1,69,1,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 2 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 3 3,23,2,0,89,True
human,5201314,7,1,70,2,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 3 3,43,3,2,90,True
human,5201314,7,1,71,3,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 2 1 3 2 0 0 1 3 3 1 2 3 3 2 3,30,2,3,91,True
human,5201314,7,1,72,4,0 0 0 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 2 3,2,0,1,92,True
human,5201314,7,1,73,5,0 0 1 0 3 3 3 1 3 1 0 0 1 3 3 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 2 3,14,3,2,93,True
human,5201314,7,1,74,6,0 0 1 0 3 3 3 1 3 1 0 0 1 3 2 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 2 3,11,0,2,94,True
human,5201314,7,1,75,7,0 0 1 0 3 3 3 1 3 1 0 2 1 3 2 2 1 0 1 2 2 3 1 0 3 2 0 2 1 1 3 1 3 2 0 0 1 3 3 1 2 3 3 2 3,19,2,0,95,True
human,5201314,8,3,76,1,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 0 3 3 0 0 2 3 3 2 1 0 3 2 2 0 3 0 0 1 1 1 2 1 2 0 0 1 3,17,0,2,101,True
human,5201314,8,3,77,2,2 1 3 3 3 3 2 0 3 3 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 3 0 0 1 1 1 2 1 2 0 0 1 3,9,3,1,102,True
human,5201314,8,3,78,3,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 3 0 0 2 3 3 2 1 0 3 2 2 0 3 0 0 1 1 1 2 1 2 0 0 1 3,19,3,0,103,True
human,5201314,8,3,79,4,2 1 3 3 3 3 2 0 3 1 0 2 3 1 0 1 1 2 3 0 0 0 2 3 3 2 1 0 3 2 2 0 3 0 0 1 1 1 2 1 2 0 0 1 3,20,0,3,104,True
human,5201314,9,1,80,1,0 0 1 0 0 1 1 2 1 3 1 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,10,1,3,106,True
human,5201314,9,1,81,2,0 0 1 0 0 1 1 2 1 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 1 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,28,1,3,107,True
human,5201314,9,1,82,3,0 0 1 0 0 1 1 2 1 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,8,1,0,108,True
human,5201314,9,1,83,4,0 0 1 0 0 1 1 2 0 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 0 3 3 1 0 2 1,38,0,2,109,True
human,5201314,9,1,84,5,0 0 1 0 0 1 1 2 0 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 2 3 3 1 0 2 1,4,0,3,110,True
human,5201314,9,1,85,6,0 0 1 0 3 1 1 2 0 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 2 3 3 1 0 2 1,4,3,2,111,True
human,5201314,9,1,86,7,0 0 1 0 2 1 1 2 0 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 2 3 3 1 0 2 1,7,2,3,112,True
human,5201314,9,1,87,8,0 0 1 0 2 1 1 3 0 3 3 1 1 3 3 0 0 3 0 3 3 2 2 1 3 1 1 2 3 1 0 2 3 0 2 2 2 2 2 3 3 1 0 2 1,14,3,0,113,True
human,5201314,10,3,88,1,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 0 1 1 1 0 0 1 2 3 3 1 0 2,39,2,1,136,True
human,5201314,10,3,89,2,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 0 1 1 1 0 0 1 1 3 3 1 0 2,39,1,0,137,True
human,5201314,10,3,90,3,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 0 0 1 2 0 2 0 1 1 1 0 0 1 0 3 3 1 0 2,26,0,1,138,True
human,5201314,10,3,91,4,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 1 0 1 2 0 2 0 1 1 1 0 0 1 0 3 3 1 0 2,35,1,3,139,True
human,5201314,10,3,92,5,3 0 3 3 0 2 0 0 1 1 1 2 2 2 0 1 1 3 0 3 2 2 2 1 0 0 1 0 1 2 0 2 0 1 1 3 0 0 1 0 3 3 1 0 2,43,0,3,140,True
human,5201314,11,1,93,1,0 3 1 2 1 2 2 0 3 3 1 0 1 0 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 2 0 1 3 1 3 2 0 3 0 0 1 2 0 1,13,0,2,142,True
human,5201314,11,1,94,2,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 2 0 1 3 1 3 2 0 3 0 0 1 2 0 1,30,2,0,143,True
human,5201314,11,1,95,3,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 1 3 2 0 3 0 0 1 2 0 1,31,0,3,144,True
human,5201314,11,1,96,4,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 3 1 3 1 3 2 0 3 0 0 1 2 0 1,31,3,2,145,True
human,5201314,11,1,97,5,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 2 1 3 1 3 2 0 3 0 0 1 2 0 1,34,1,2,146,True
human,5201314,11,1,98,6,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 2 1 3 2 3 2 0 3 0 0 1 2 0 1,31,2,0,147,True
human,5201314,11,1,99,7,0 3 1 2 1 2 2 0 3 3 1 0 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,11,0,3,148,True
human,5201314,11,1,100,8,0 3 1 2 1 2 2 0 3 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,8,3,1,149,True
human,5201314,11,1,101,9,0 3 1 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,2,1,3,150,True
human,5201314,11,1,102,10,0 3 3 2 1 2 2 0 1 3 1 3 1 2 1 3 2 2 2 2 2 0 0 0 0 2 3 1 1 1 0 0 1 3 2 3 2 0 3 0 0 1 2 0 1,26,3,1,151,True
human,5201314,12,1,103,1,1 3 3 0 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 2 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 0 3 3 3 3,40,0,2,153,True
human,5201314,12,1,104,2,1 3 3 0 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 2 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,19,2,0,154,True
human,5201314,12,1,105,3,1 3 3 0 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 0 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,3,0,1,155,True
human,5201314,12,1,106,4,1 3 3 1 0 3 3 3 0 1 1 3 0 0 2 0 3 2 1 0 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,6,3,2,156,True
human,5201314,12,1,107,5,1 3 3 1 0 3 2 3 0 1 1 3 0 0 2 0 3 2 1 0 0 1 1 3 1 0 3 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,25,0,1,157,True
human,5201314,12,1,108,6,1 3 3 1 0 3 2 3 0 1 1 3 0 0 2 0 3 2 1 0 0 1 1 3 1 1 3 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,26,3,0,158,True
human,5201314,12,1,109,7,1 3 3 1 0 3 2 3 0 1 1 3 0 0 2 0 3 2 1 0 0 1 1 3 1 1 0 1 2 0 2 2 0 2 2 1 0 1 2 1 2 3 3 3 3,44,3,0,159,True
human,5201314,13,1,110,1,1 3 1 3 1 3 3 1 2 0 1 3 3 1 2 1 0 3 1 3 2 0 0 3 0 3 2 2 0 2 1 1 3 1 1 2 0 0 1 0 0 0 2 0 0,36,0,2,161,True
human,5201314,13,1,111,2,1 3 1 3 1 3 3 1 2 0 1 3 3 1 2 1 0 3 1 3 2 0 0 3 0 3 2 2 0 2 1 1 3 1 1 2 2 0 1 0 0 0 2 0 0,8,2,3,162,True
human,5201314,13,1,112,3,1 3 1 3 1 3 3 1 3 0 1 3 3 1 2 1 0 3 1 3 2 0 0 3 0 3 2 2 0 2 1 1 3 1 1 2 2 0 1 0 0 0 2 0 0,34,1,3,163,True
human,5201314,13,1,113,4,1 3 1 3 1 3 3 1 3 0 1 3 3 1 2 1 0 3 1 3 2 0 0 3 0 3 2 2 0 2 1 1 3 1 3 2 2 0 1 0 0 0 2 0 0,13,1,2,164,True
human,5201314,13,1,114,5,1 3 1 3 1 3 3 1 3 0 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 2 0 2 1 1 3 1 3 2 2 0 1 0 0 0 2 0 0,27,2,1,165,True
human,5201314,13,1,115,6,1 3 1 3 1 3 3 1 3 0 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 1 0 2 1 1 3 1 3 2 2 0 1 0 0 0 2 0 0,31,1,0,166,True
human,5201314,13,1,116,7,1 3 1 3 1 3 3 1 3 0 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 1 0 2 1 0 3 1 3 2 2 0 1 0 0 0 2 0 0,41,0,1,167,True
human,5201314,13,1,117,8,1 3 1 3 1 3 3 1 3 0 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 1 0 2 1 0 3 1 3 2 2 0 1 0 0 1 2 0 0,9,0,1,168,True
human,5201314,13,1,118,9,1 3 1 3 1 3 3 1 3 1 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 1 0 2 1 0 3 1 3 2 2 0 1 0 0 1 2 0 0,4,1,2,169,True
human,5201314,13,1,119,10,1 3 1 3 2 3 3 1 3 1 1 3 3 2 2 1 0 3 1 3 2 0 0 3 0 3 2 1 0 2 1 0 3 1 3 2 2 0 1 0 0 1 2 0 0,1,3,0,170,True
human,5201314,14,1,120,1,3 3 0 2 2 0 1 1 3 2 3 3 0 2 3 1 1 1 0 2 3 3 2 2 1 1 0 0 0 1 2 2 3 1 0 2 1 2 1 0 2 3 2 3 3,9,2,0,172,True
